Ad state	Ad	Description line 1	Description line 2	Display URL	Destination URL	Final URL	Mobile final URL	Tracking template	Custom parameter	Campaign	Ad group	Status	Labels	Campaign Type	Campaign sub-type	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate	View-through Conv.
enabled	Peugeot207 CC 1.6 Vti GT	With Leather Only £695 Deposit	23x £189 per month! In Stock Now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=199					Peugeot 207	Peugeot 207	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Deal Grande Punto	1.2 ACTIVE only £99pm over 47mths	"£495 Dep, Unlimited Miles - BARGAIN"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=21					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	New Model 1.4 Active 5 door £109	Include Vat Unbeatable In Stock Now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=21					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	NEW Ford Focus £155pm	Top Deal New Ford Focus 1.6 Style	Climate/Tax/Delivery in Feb FREE	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=506					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease your car in 24 hrs	Most of our cars are in stock	You can drive away the next day!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&subcat=22					Bad Credit Leasing	Quick Cars	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallAstra 1.6 Sport	Convertible only £199 per month	"New Deal just in, view online now."	www.hippoleasing.co.uk/	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=101649					Vauxhall Astra (Petrol)	Vauxhall Astra Twin Top	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	New Christmas deals online from £69	UK Free Delivery before Christmas!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	CiitroenC5 2.0 HDI VTR+	Citroenc 2.0 HDI saloon+sat nav	"online now,3+35 £219.99 10000 miles"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=424					CitroenC2	CitroenC2	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane Convertible	"Dynamique,ONLY 36 x £159 per month"	For personal just add vat. wow!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=146					Renault Megane	Megane CC	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	NEW Ford Focus £179pm	Top Deal on New Ford Focus 1.8TDi	Zetec. Climate/Tax/Delivery/	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	AudiA5 2.0 TDI Sport £389	Wow new deal just in only £389 pm.	"Limited deal , view car & enquire."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=372					Audi	Audi A3	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	09 ChryslerSebring 2.0CRD	Limited Convertible Only £259.99	"Brand New Deal Just In, View Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=426					Chrysler Sebring	Chrysler	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RR Sport 3.6 TDV8 HSE	Brand New Lease £689 per month	Java Black with Ivory Leather.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=122011					Range Rover	Range Rover Sport	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £79	UK Free Delivery before Christmas!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordKA 1.3Studio £69 pm	Ex Demo FordKA 7 In Stock.	"New deal now in, Free Delivery"	www.hippoleasing.co.uk	http://hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=111377					Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	CiitroenC5 2.0 HDI VTR+	Citroenc 2.0 HDI saloon+sat nav	"online now,3+35 £219.99 10000 miles"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=284					CitroenC2	CitroenC2	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £196pm	Brand New Insignia 1.8 Hatch	Now in Stock Delivery free in Aug	www.hippoleasing.co.uk	http://hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=101648					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	HondaS2000 Roadster 2.0i	"Only £224pm Alloys, Bluetooth, A/C"	"In Stock Now, View & Enquire Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=143989					Honda	Honda	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Golf-Diesel Hatch £208pm	1.6 TDi 105 S 5dr in stock now.	Road Tax Inc and Free Delivery Wow!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=145524					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Style £124pm	Top Deal FordFocus 1.6 Style 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=213447					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordKA Edge 1.2 £107pm	FordKa 1.2 Studio 3 Door only £107	in stock now delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=254183					Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	VW Tiguan £199 pm WOW	Volkswagen Tiguan 2.0 TDI S	Only £199 Limited stock Now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=291					Volkswagen Tiguan	Volkswagen Tiguan	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	AstonMartin V8 Vantage	Beauty Coupe 2dr Sportshift [420]	"£995 per month, new online now."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=122008					Astin Martin	Aston Martin Vantage	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	Daily deals updated online from £69	UK Free Delivery before Christmas!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Citrooen-C2 1.4 VTR £129p	Citrooen-C2 1.4HDI VTR	New Year Deal Online NOW!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=480					CitroenC2	CitroenC2	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordKA 1.2Studio 3dr £69	Ex Demo FordKA 1.2 Studio 3dr	"New deal now in, Free Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=535					Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease with Zero Deposit	Cars from £110 pm with no Deposit	"All cars in stock,delivery in 7days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/exdemo.php?nodeposit=1					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease with Zero Deposit	Cars from £80 pm with no Deposit	In stock all with Free Delivery	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/exdemo.php?nodeposit=1					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease with NO Deposit	Cars from £99pm with no Deposit	"All cars in stock,delivery in 7days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/exdemo.php?nodeposit=1					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	CiitroenC5 1.6 HDI VTR+	"ONLY £184 per month, best deal"	"online, hurry limited stock now in."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=284					CitroenC2	CitroenC2	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	JaguarXF 2.7 D Premium	"Only 3+35 £579 per month, WOW!"	This Luxury Deal is in Stock Now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=295					Jaguar	Jaguar Premium Luxury	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £79	Huge Savings and UK Free Delivery	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Car Lease Super Deals	Business/Personal View Offer Online	"Best Prices Online, Free Delivery."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/index.php					Generic Car Leasing	Car leasing	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK Punto Deal	FiatPunto 1.4 Active Hatch 5dr	Wow No Deposit Deal £115 per month	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=143957&nodeposit=1					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Cheapest UK PuntoDeal	FiatPunto 1.4 Active Hatch 5dr	Wow No Deposit Deal £115 per month	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=143957&nodeposit=1					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Zetec £148pm	Top Deal FordFocus 1.6 Zetec 5Dr	Ex Demo Delivery in 7 days!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=161758					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	08 ChevroletMatiz 1.0 SE	5 Door with A/C wow only £69 pm	Unbeatable Deal Only In Stock Now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=304					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £69	"UK Free Delivery, Summer Offers."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/specials.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	MiniCooper 1.6 D £208pm	"Only 16 in stock, enquire online"	"Chilli Pack included, WOW"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehicle&typ=LEASE&recno=383					Mini	Mini Cooper	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	Daily deals updated online from £69	UK Free Delivery on Spring deals	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Deal on Fiat Punto	Brand new Fiat Punto £99 pm x 3yrs	Free Delivery/Road Tax- Unbeatable!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/hippo.aspx?section=vehiclelist&socat=1					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £119 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=195598					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £159pm	VauxhallInsignia 1.8 Exclusive	in stock now delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=126132					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £159.00pm	1.6 16V 110Dynamique TomTom 5dr	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=279839					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £124pm	Top Deal FordFocus 1.6 Style 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-100i-style-5dr-315148					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	MitsubishiShogan £399pm	Diamond 3.2 5Dr Auto/Leather	Amazing deal online and in stock.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/mitsubishi/shogun-diesel-sw-3.2-di-dc-197-diamond-5dr-auto-400892					Mitsubishi	Mitsubishi Shogan	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £89	"No Deposit, In Stock, Free Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease FordTransit £269	350 LWB Diesel Fwd Medium Roof Van	"Zero deposit, unlim mileage"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-vans/ford/transit-350-lwb-diesel-fwd-medium-roof-van-tdci-115ps-768110					Ford Transit	Ford Transit	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £114 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-classic-5dr-776745					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Peugeot107 1.0 £102	107 Hatch 1.0 Urban 5dr	Now in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars/peugeot/107-hatchback-1.0-urban-5dr-611567					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease PeugeotBoxer £269	Zero Deposit. Diesel. Unlim Mileage	Own the van at the end of the lease	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-vans/peugeot/boxer-330-l1-diesel-2.2-hdi-h1-van-110ps-618378					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	View our Range Online from £69	"UK Free Delivery, Autumn Offers."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/specials.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Zetec £148pm	Top Deal FordFocus 1.6 Zetec 5Dr	Ex Demo Delivery in 7 days!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=191489					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	HyundiaiI10 £89pm	HyundaiI10 Hatch 1.2 Comfort 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i10-hatchback-1.2-comfort-5dr-468881					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £198pm	Diesel Hatch Special Offer SRi	"160 BHP, Air Con, CD, 18"" Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-hatchback-2.0-cdti-sri-5dr-611570					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £139pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-titanium-5dr-auto-675973					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £198pm	Diesel Hatch Special Offer SRi	"160 BHP, Air Con, CD, 18"" Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-hatchback-2.0-cdti-sri-5dr-520626					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £179pm	Brand New 1.8i 16V SRi 5dr	Special Online Offer Now in Stock	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback-1.8i-16v-sri-5dr-648806					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Golf-Diesel £124pm	Hatch1.2 TTSI 85 S 5dr in stock now	"New Offer, delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/volkswagen/golf-hatchback-1.2-tsi-85-s-5dr-933469					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Golf-Diesel £144pm	Hatch1.2 TTSI 85 S 5dr in stock now	"New Offer, delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/volkswagen/golf-hatchback-1.2-tsi-85-s-5dr-933469					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	MiniFirst 1.4 Hatch £129	"3dr, ABS free servicing"	"In stock, delivery in days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/mini/first-hatchback-1.6-first-3dr-813181					Mini	Mini Cooper	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Vaux-Insignia £159	Diesel Hatch 2.0 CDTi SRi [160]	"Special Offer Air Con, CD, Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-hatchback-2.0-cdti-sri-160-5dr-auto-846352					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £219pm	Diesel Sports Tourer Online Offer	2.0 CDTi 160t SRi 5Dr Auto	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-sports-tourer-2.0cdti-160-sri-5dr-auto-345592					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Vaux-Insignia £159	Diesel Hatch 2.0 CDTi SE [160]	"Special Offer Air Con, CD, Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-hatchback-2.0-cdti-se-160-5dr-auto-966240					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Golf-Diesel £159pm	Hatch1.2 TSI 85 S 5dr in stock now	"New Offer, delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/volkswagen/golf-hatchback-1.2-tsi-85-s-5dr-987581					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	New RenaultScenic £209pm	Grand Scenic 1.6 Dynamique 7 Seat	"Brand New Deal just in, View Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=278858					Renault Grand Scenic	Renault Grand Scenic	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FiatPuntoEvo Hatch £109pm	"1.4 Active 5dr, CD, USB"	only £109 per month. 5 In stock now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/fiat/punto-evo-hatchback-1.4-active-5dr-315146					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Zero Deposit Leasing	Cars from £99pm with no Deposit	"In stock, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Peugeotboxer £269	Zero Deposit. Diesel. Unlim Mileage	Own the van at the end of the lease	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-vans/peugeot/boxer-330-l1-diesel-2.2-hdi-h1-van-110ps-618378					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Chev Spark Hatch £92pm	A/C/Colour Coded/CD 1.0 SE+ 5d	"Low Tax, in Stock View Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/chevrolet/spark-hatchback-1.0i-5dr-846358					Chevrolet	Cherolet Spark	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FiatPuntoEvo Hatch £109pm	"1.4 Active 5dr, CD, USB"	only £109 per month. 4 In stock now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/fiat/punto-evo-hatchback-1.4-active-5dr-918205					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease SeatIbiza £128	Hatch 1.4 SE Copa 5dr AC CD	"2 In stock now, Bluetooth, Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/seat/ibiza-hatchback/ibiza-hatchback-14-se-copa-5dr-2333576					Seat	Seat Ibiza	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £169pm	Brand New 1.8i 16V SRi 5dr	Special Online Offer Now in Stock	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback-1.8i-16v-sri-5dr-653215					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Vaux-Insignia £199	Diesel Sports Tourer Online Offer	2.0 CDTi 160t SRi 5Dr Auto	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-sports-tourer-2.0-cdti-160-sri-nav-5dr-auto-611571					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Lease Toyota Avensis £169	Saloon 2.2 D-4D TR 4dr	"In stock, Alloys, Air Con, SAT NAV"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/toyota/avensis-saloon/avensis-diesel-saloon-22-d-4d-tr-4dr-2311610					Toyota	Toyota Avensis	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	ToyotaAygo Blue £99pm	Ex Demo Hatch VVT-i Ice 5dr	Get this delivered FREE in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/toyota/aygo-hatchback/aygo-hatchback-10-vvt-i-ice-5dr-2311075					Toyota	Toyota Aygo Blue	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Chev Spark Hatch £92pm	A/C/Colour Coded/CD 1.0 SE+ 5d	"Low Tax, in Stock View Online"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/chevrolet/spark-hatchback-1.0i-5dr-918202					Chevrolet	Cherolet Spark	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Peugeot308 1.4 VTI S 5 DR	Get this car before Christmas at	an amazing £139 per month. Wow	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/VehicleDetails.aspx?typ=LEASE&recno=475					Peugeot 207	Peugeot 308	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
