"CRITERIA_PERFORMANCE_REPORT (Apr 24, 2015-Apr 30, 2015)"
Campaign ID,Ad group ID,Keyword ID,Keyword / Placement,Criteria Type,Impressions,Clicks,Cost
242712493,17453504893,1329798705,data analytics software,Keyword,0,0,0
239224093,17092945453,138737359,social network analysis software,Keyword,0,0,0
242712493,17897728933,106272182183,citefactor.org,Placement,0,0,0
242712493,17453504533,8690934821,flex data visualization,Keyword,0,0,0
242712493,17453504773,23555702306,visualization software free,Keyword,0,0,0
242712493,17897728933,109304109373,cytoscape viz,Keyword,0,0,0
242712493,17170669573,12904360851,good data visualization,Keyword,0,0,0
239224093,17092945813,2683006357,biological data sets,Keyword,0,0,0
242712493,17170669573,996104807,data visualization system,Keyword,0,0,0
242712493,17897728933,25974699148,scopemed.org,Placement,0,0,0
239224093,17092945453,25211901,network analysis tool,Keyword,0,0,0
239224093,17092944133,63595719424,graph of network,Keyword,0,0,0
242712493,17897728933,13249900,bioinformatics tools,Keyword,0,0,0
239224093,17092945813,5192943567,huge data sets,Keyword,0,0,0
239224093,17092944133,3586798623,component of a graph,Keyword,0,0,0
242712493,17170669573,10615813474,data visualization library,Keyword,0,0,0
242712493,17897728933,105246228733,multi-scale graph visualization,Keyword,0,0,0
242712493,17453504893,5439748486,create a data chart,Keyword,0,0,0
242712493,17897728933,71783060,biological data,Keyword,0,0,0
239224093,17092945813,102515480,cluster data,Keyword,0,0,0
239224093,17092945813,11059353374,network data sets,Keyword,0,0,0
242712493,17897728933,22593833302,bioxbio.com,Placement,0,0,0
239224093,17068227013,10817972749,free data visualization software,Keyword,0,0,0
242712493,17897745613,1589265399,simple data analysis,Keyword,0,0,0
242712493,17170672093,10483805245,the analysis of biological data,Keyword,0,0,0
242712493,17453504893,115123319,what is data,Keyword,0,0,0
242712493,17453504893,352184225,what is data mapping,Keyword,0,0,0
242712493,17897745613,304521235,software for data analysis,Keyword,0,0,0
242712493,17453504533,1163386455,financial data visualization,Keyword,0,0,0
242712493,17897728933,377368026,interactive tool,Keyword,0,0,0
242712493,17453504893,65751051,integrate data,Keyword,0,0,0
242712493,17897728933,87449148538,geneticsalive.com,Placement,0,0,0
242712493,17453504893,55902214848,data storytelling,Keyword,0,0,0
242712493,17170672093,86651951,data analysis tools,Keyword,0,0,0
242712493,17897745613,1502740875,data analysis business,Keyword,0,0,0
242712493,17897728933,1756137521,network visualization tool,Keyword,0,0,0
242712493,17170672093,12906187941,clusters of data,Keyword,0,0,0
239224093,17068227013,5632969529,free data visualization tools,Keyword,0,0,0
242712493,17897745613,2478923891,tools of data analysis,Keyword,0,0,0
242712493,17380651093,5266663423,network graph tool,Keyword,0,0,0
242712493,17897728933,563941768,biology-online.org,Placement,0,0,0
242712493,17897728933,31553108006,cytoscape plugin,Keyword,0,0,0
239224093,17092945453,56829147723,network datasets,Keyword,0,0,0
242712493,17453504773,56526717788,visualization tools free,Keyword,0,0,0
239224093,17092945813,48799118313,graph data sets,Keyword,0,0,0
242712493,17453504533,1648212475,data analysis visualization,Keyword,0,0,0
242712493,17170672093,32346066,data analysis tool,Keyword,0,0,0
242712493,17897745613,3130561347,data cluster analysis,Keyword,0,0,0
242712493,17380651093,70702561,analysis tools,Keyword,0,0,0
242712493,17453504533,11077313866,statistical data visualization,Keyword,0,0,0
242712493,17897745613,31754152060,what is analysis of data,Keyword,0,0,0
242712493,17453504893,59724669547,data tableau,Keyword,0,0,0
239224093,17068227013,5632971059,graph visualization tool,Keyword,0,0,0
242712493,17170669573,16774276488,live data visualization,Keyword,0,0,0
242712493,17897728933,102176958973,interactive multiscale graph visualization,Keyword,0,0,0
242712493,17453504893,11201005663,biomedical data mining,Keyword,0,0,0
242712493,17170672093,563001084,data vis,Keyword,0,0,0
242712493,17897745613,49308276791,tableau data analysis,Keyword,0,0,0
242712493,17897728933,22659425904,benthamscience.com,Placement,0,0,0
242712493,17897745613,35367356,web data analysis,Keyword,0,0,0
242712493,17453504893,6360902804,data analytical tools,Keyword,0,0,0
242712493,17453504533,11990813775,data visualization examples,Keyword,0,0,0
239224093,17092945813,162414353,large data sets,Keyword,0,0,0
251837773,17548594813,3015787496,Science,Vertical,44705,54,6360000
242712493,17170672093,1126904119,clustering of data,Keyword,0,0,0
242712493,17453504893,87187311,data analyst tools,Keyword,0,0,0
242712493,17170669573,692481660,scientific data visualization,Keyword,0,0,0
242712493,17453504893,8359085131,how to make a data chart,Keyword,0,0,0
242712493,17380651093,86642391,datamining tool,Keyword,0,0,0
242712493,17897728933,272419468,sciencegateway.org,Placement,0,0,0
242712493,17453504533,11990819355,data visualization companies,Keyword,0,0,0
242712493,17453504773,3628397787,software visualization tools,Keyword,0,0,0
242712493,17170669573,10817973019,types of data visualization,Keyword,0,0,0
242712493,17897728933,17743062,visualization tool,Keyword,0,0,0
242712493,17453504893,102727728021,big data biomedical,Keyword,0,0,0
242712493,17453504533,1388792549,data visualization definition,Keyword,0,0,0
242712493,17897745613,18263525553,data analysis software free,Keyword,0,0,0
242712493,17380651093,17743052,visualisation tool,Keyword,0,0,0
242712493,17453504533,32507528967,data visualization example,Keyword,0,0,0
242712493,17453504533,104155237,visual data analysis,Keyword,0,0,0
242712493,17453504893,13687963,data mining algorithms,Keyword,0,0,0
242712493,17453504773,4180190786,best visualization software,Keyword,0,0,0
242712493,17453504773,1445190615,database visualization software,Keyword,0,0,0
251837773,17548594813,103997905950,uservertical::92913,User Interest,0,0,0
242712493,17453504893,6360902984,data analytics tools,Keyword,0,0,0
242712493,17897728933,18143578923,interactive graph visualization,Keyword,0,0,0
242712493,17897728933,45055358721,graph platform,Keyword,0,0,0
242712493,17453504773,28445860,visualization software,Keyword,0,0,0
242712493,17380651093,97317706805,free visualisation tools,Keyword,0,0,0
239224093,17092944133,33469491,graph components,Keyword,0,0,0
242712493,17453504773,781813986,information visualization software,Keyword,0,0,0
239224093,17092945813,294736939,clustering data,Keyword,0,0,0
239224093,17092944133,63595644544,components of graph,Keyword,0,0,0
242712493,17897728933,18574333,network visualization,Keyword,0,0,0
239224093,17068227133,90350619,data visualisation tools,Keyword,0,0,0
242712493,17897728933,11163975223,scijournal.org,Placement,0,0,0
242712493,17170672093,12020433328,data visulisation,Keyword,0,0,0
242712493,17380651093,86642291,datamining tools,Keyword,0,0,0
242712493,17897728933,71783960,biomedical data,Keyword,0,0,0
242712493,17170672093,35158566108,data visulation,Keyword,0,0,0
242712493,17453504653,49308276791,tableau data analysis,Keyword,0,0,0
242712493,17170676893,164166923,free bioinformatics software,Keyword,0,0,0
239224093,17901925093,22374062,bioinformatics journal,Keyword,0,0,0
242712493,17380651213,86651691,database analysis software,Keyword,0,0,0
239224093,17092945573,1082310366,biological network analysis,Keyword,0,0,0
239224093,17232303373,294676587,java graph visualization,Keyword,0,0,0
239224093,17232303373,77234820785,a directed graph,Keyword,0,0,0
239224093,17232303613,12833260331,clustering is,Keyword,0,0,0
239224093,17453504173,56447778485,example of data set,Keyword,0,0,0
242712493,17072927653,90350599,data visualization tool,Keyword,0,0,0
239224093,17092945693,119682869,bioinformatics applications,Keyword,0,0,0
239224093,17901906733,18691501,what is bioinformatics,Keyword,0,0,0
239224093,16905812773,105523837693,bio graph visualization,Keyword,0,0,0
242712493,17453504653,18263525553,data analysis software free,Keyword,0,0,0
242712493,17897727013,23033980,bioinformatics technology,Keyword,0,0,0
239224093,17232303613,3470142279,what is clusters,Keyword,0,0,0
239224093,17092945573,23033870,computational biology,Keyword,0,0,0
242712493,17072927533,22751903415,mybiosoftware.com,Placement,0,0,0
239224093,17901906733,119682869,bioinformatics applications,Keyword,0,0,0
242712493,17072927773,28398973410,types of biological data,Keyword,0,0,0
242712493,17072927533,31553108006,cytoscape plugin,Keyword,0,0,0
242712493,17453504653,11614727290,best data analysis software,Keyword,0,0,0
242712493,17072927533,109304109373,cytoscape viz,Keyword,0,0,0
242712493,17380651333,174223539,free visualization,Keyword,0,0,0
242712493,17453504653,16751536351,how to data analysis,Keyword,0,0,0
242712493,17380651213,536838976,software visualisation,Keyword,0,0,0
242712493,17072927533,22593833302,bioxbio.com,Placement,0,0,0
239224093,16905812773,786420345,multi-level tool,Keyword,0,0,0
239224093,17901925093,18691501,what is bioinformatics,Keyword,0,0,0
242712493,17170676053,366678284,projects in bioinformatics,Keyword,0,0,0
251837773,17868873613,64110200,cruise cruises,Keyword,0,0,0
242712493,17072927533,22659425904,benthamscience.com,Placement,0,0,0
242712493,17380651333,689777082,best visualization,Keyword,0,0,0
242712493,17897727013,117455081,bioinformatics project,Keyword,0,0,0
239224093,17092945573,2500378740,information on biology,Keyword,0,0,0
242712493,17072927533,563941768,biology-online.org,Placement,0,0,0
242712493,17170676053,117455081,bioinformatics project,Keyword,0,0,0
239224093,17453504173,33270594700,data set example,Keyword,0,0,0
239224093,16905812773,71783060,biological data,Keyword,0,0,0
239224093,17232303373,89594744719,what is simple graph,Keyword,0,0,0
239224093,17232303613,450171500,introduction to clustering,Keyword,0,0,0
239224093,17232303493,67014339902,simple graph graph theory,Keyword,0,0,0
242712493,17072927533,75592435840,impact-factor.org,Placement,0,0,0
242712493,17072927533,104860107883,journal-data.com,Placement,0,0,0
242712493,17453504653,1502740875,data analysis business,Keyword,0,0,0
242712493,17072927533,105246228733,multi-scale graph visualization,Keyword,0,0,0
242712493,17380651333,2658826524,interactive visualizations,Keyword,0,0,0
242712493,17072927533,14473849612,researchgate.net,Placement,0,0,0
239224093,17092945693,12293422,bioinformatic,Keyword,0,0,0
242712493,17170676053,3183457550,current bioinformatics,Keyword,0,0,0
242712493,17380651213,94984265,analytical software,Keyword,0,0,0
242712493,17072927533,552127696,visualization plug-in,Keyword,0,0,0
239224093,17901906733,164165243,bioinformatics online,Keyword,0,0,0
242712493,17072927533,106272182183,citefactor.org,Placement,0,0,0
242712493,17453504653,31754152060,what is analysis of data,Keyword,0,0,0
239224093,17232303613,55009834810,property cluster,Keyword,0,0,0
242712493,17897727013,1438816932,advances in bioinformatics,Keyword,0,0,0
242712493,17453504653,53251266,what is data analysis,Keyword,0,0,0
239224093,17232303493,2311855057,network graph theory,Keyword,0,0,0
251837773,17868873613,376765347,mars cruise,Keyword,0,0,0
242712493,17170676053,132296092,bioinformatics phd,Keyword,0,0,0
239224093,17901906733,22374062,bioinformatics journal,Keyword,0,0,0
239224093,16905812773,377368026,interactive tool,Keyword,0,0,0
242712493,17380651213,2507693729,datamine software,Keyword,0,0,0
239224093,17232303613,921258713,large clusters,Keyword,0,0,0
239224093,16905812773,102176958973,interactive multiscale graph visualization,Keyword,0,0,0
242712493,17072927653,5632969529,free data visualization tools,Keyword,0,0,0
242712493,17380651333,769612328,visualize free,Keyword,0,0,0
239224093,17232303613,30259471742,applications of clustering,Keyword,0,0,0
242712493,17072927773,8467369711,analysis of biological data,Keyword,0,0,0
239224093,17092945693,22374062,bioinformatics journal,Keyword,0,0,0
239224093,17232303493,64832785404,graph theory in mathematics,Keyword,0,0,0
242712493,17072927533,17743062,visualization tool,Keyword,0,0,0
239224093,17901925093,109509842,introduction to bioinformatics,Keyword,0,0,0
239224093,17232303613,294738949,what is clustering,Keyword,0,0,0
239224093,17232303373,73858257158,nodes graph,Keyword,0,0,0
239224093,17092945573,37027583017,information of biology,Keyword,0,0,0
239224093,17232303373,24440991,graph drawing,Keyword,0,0,0
239224093,17232303493,33971199269,theory of graph,Keyword,0,0,0
242712493,17380651333,7920119024,visualization chart,Keyword,0,0,0
242712493,17453504653,12932040135,free data analysis tools,Keyword,0,0,0
239224093,16905812773,43361242,bioinformatics network,Keyword,0,0,0
239224093,17901925093,11983484545,www.bioinformatics,Keyword,0,0,0
239224093,17232303493,73596211524,graphs in graph theory,Keyword,0,0,0
242712493,17380651213,13553623,cluster analysis software,Keyword,0,0,0
242712493,17897727013,366678284,projects in bioinformatics,Keyword,0,0,0
242712493,17072927533,25974699148,scopemed.org,Placement,0,0,0
242712493,17380651213,13549633,text analysis software,Keyword,0,0,0
239224093,17232303613,12814946591,use of clustering,Keyword,0,0,0
242712493,17072927533,23555718986,interactive network visualization,Keyword,0,0,0
239224093,17901925093,119682869,bioinformatics applications,Keyword,0,0,0
239224093,17901925093,164165243,bioinformatics online,Keyword,0,0,0
242712493,17072927533,13249900,bioinformatics tools,Keyword,0,0,0
242712493,17380651333,12948676903,large network visualization,Keyword,0,0,0
239224093,17232303373,35910700464,graph leaf,Keyword,0,0,0
242712493,17453504653,304521235,software for data analysis,Keyword,0,0,0
239224093,17232303613,107844240013,cluster points for computer science,Keyword,0,0,0
239224093,17232303493,63435593119,connected graph theory,Keyword,0,0,0
242712493,17072927533,552128506,visualization plugin,Keyword,0,0,0
242712493,17380651213,262772250,top business software,Keyword,0,0,0
242712493,17897727013,17901522,masters in bioinformatics,Keyword,0,0,0
239224093,17232303613,80080328,clustering applications,Keyword,0,0,0
242712493,17897727013,22591592,genomics bioinformatics,Keyword,0,0,0
239224093,17232303493,36142493894,graph theory directed graph,Keyword,0,0,0
239224093,17232303613,28022490,clustering software,Keyword,0,0,0
242712493,17072927773,28909090,data visualisation,Keyword,0,0,0
239224093,17232303613,320344432,clustering information,Keyword,0,0,0
239224093,17232303493,4745253089,simple graph theory,Keyword,0,0,0
239224093,16905812773,105523839373,biomedical network visualization,Keyword,0,0,0
239224093,16905812773,71783960,biomedical data,Keyword,0,0,0
256239493,17894556733,10227170,entertainment,Keyword,0,0,0
242712493,17072927533,64308170712,graph navigation,Keyword,0,0,0
242712493,17072927533,377368026,interactive tool,Keyword,0,0,0
239224093,16905812773,105523839133,biomedical graph visualization,Keyword,0,0,0
239224093,17232303373,294439347,graph drawing software,Keyword,0,0,0
242712493,17380651333,3091877205,good visualization,Keyword,0,0,0
239224093,17232303493,15024955580,graphs theory,Keyword,0,0,0
242712493,17380651213,4180201766,best visualisation software,Keyword,0,0,0
242712493,17453504653,5603360283,free data analysis,Keyword,0,0,0
242712493,17380651213,85841291,datamining software,Keyword,0,0,0
242712493,17072927533,10902641,bioinformatics,Keyword,0,0,0
239224093,16905812773,6801012940,visualization platform,Keyword,0,0,0
242712493,17072927653,18574333,network visualization,Keyword,0,0,0
239224093,16905812773,105523838173,bioinformatics graph,Keyword,0,0,0
